003428,111,-1.535
010910,112,-1.184
008832,654,-0.331
001615,649,-0.612
012737,648,-1.763
000431,642,1.676
006408,656,-1.217
002819,662,1.956
008471,112,-3.387
002023,111,-2.365
009133,153,-1.509
010409,656,0.878
003927,663,-9.001
011285,153,-3.900
000355,153,-7.204
009107,112,-3.390
000844,651,-10.446
005046,666,4.752
011908,153,-6.391
010501,642,0.897
003719,661,2.495
001462,643,0.076
012846,653,1.469
000562,658,-4.808
011399,660,-3.632
007297,647,-7.672
006817,655,-1.805
006090,659,-8.058
004301,646,-4.847
010884,640,-2.176
012557,654,-1.331
009595,112,0.183
009218,112,-5.331
011981,112,-3.943
001456,654,-0.454
000410,656,1.250
009981,645,-3.527
001854,152,-8.882
009296,153,-5.063
002608,647,-1.462
008927,657,-3.782
004143,652,3.883
000621,660,-3.918
009537,77,-6.660
000941,646,-3.060
012219,112,-4.681
008839,112,-2.724
000374,637,-0.236
008474,654,2.356
004028,650,2.256
006806,651,-2.866
011018,112,-5.202
005838,153,-2.307
003099,661,0.692
005688,669,-7.469
000704,663,1.394
008527,661,1.534
004642,640,1.790
011945,649,3.053
008067,111,-5.229
011842,648,-3.923
008233,661,-5.246
006040,112,-3.519
009281,153,-1.839
012916,651,-2.925
002987,629,5.430
010307,651,-3.619
004885,651,-2.024
006515,665,0.138
001104,153,-6.175
001412,657,-3.539
010540,653,2.365
012631,659,-2.516
001837,637,-3.462
008730,644,-1.100
004658,657,0.654
009949,662,2.403
011853,652,-1.955
007767,639,-3.391
007611,663,3.446
010228,654,-4.654
009058,653,3.257
008353,152,-9.974
001405,112,-5.045
001777,153,-3.380
012105,153,-7.317
008956,649,0.494
009611,649,2.218
012062,663,-4.322
003666,668,-2.314
005978,659,-3.279
000593,153,-4.962
000391,651,-1.569
011572,662,-2.982
012497,659,-6.444
010628,659,4.239
004134,77,-2.881
002722,153,-4.876
007682,153,-8.304
006351,666,5.703
000586,652,1.635
000714,641,2.152
001180,648,3.021
002040,664,-1.745
004940,153,-5.575
011330,652,3.257
010472,650,1.193
010991,652,-6.664
009960,649,2.806
010460,653,-2.348
008773,659,-4.229
006935,112,-4.699
003271,112,-1.197
003749,153,-8.750
011593,652,-1.482
010325,660,-0.563
006380,112,-2.920
007119,153,-1.712
002457,653,-2.942
003167,111,-3.103
004772,151,-5.159
007266,112,-2.425
010922,659,-3.523
010458,153,-6.029
012584,646,-8.483
010121,651,-0.129
003216,657,-6.250
002605,153,-8.036
000251,153,-2.207
002197,664,-2.549
000120,112,-5.644
011910,662,-0.989
002812,661,-1.475
011548,663,-5.131
009882,153,-9.056
007249,663,-4.751
008581,661,-3.055
009860,664,-3.954
006564,153,-4.143
010967,112,-1.330
007071,664,0.648
011128,656,-1.467
010432,656,-3.842
006933,111,-3.178
012840,645,2.478
002788,656,2.190
011696,660,4.414
001023,153,-2.560
002479,112,-4.518
001621,651,-5.548
004567,664,2.269
008799,77,-2.840
009760,111,-3.974
009689,112,-1.264
007779,668,-0.386
012355,663,-0.585
008922,661,-3.822
009001,153,-6.187
007101,666,0.060
006723,643,-2.210
008888,658,-9.505
009475,650,-4.089
004581,77,-3.817
005871,153,-9.587
009494,666,-11.971
002340,650,-8.704
003821,669,3.904
004644,652,-5.234
000473,668,-3.152
010729,112,-4.363
010514,657,-1.496
005894,153,-5.747
006884,651,-3.286
002175,655,-1.574
008162,652,-0.013
004708,153,-4.551
001848,153,-7.594
012586,650,-0.012
001005,652,3.503
011921,153,-6.889
005925,153,-2.860
010769,645,-2.888
003835,657,0.406
002251,112,-4.549
006451,664,-1.281
012493,664,0.945
003372,646,-6.968
000970,651,-2.363
006951,656,-2.843
011868,665,-1.589
011665,112,-1.259
004424,112,-1.862
006578,153,-6.460
009449,657,-5.385
000225,664,-0.425
004973,650,-0.589
002821,663,2.823
000889,647,6.189
011902,153,-7.077
012813,667,2.007
001343,653,-2.719
005685,652,-2.395
006162,665,-2.039
011466,659,1.147
007372,642,-3.012
000759,112,-6.455
012025,647,2.383
005912,664,2.733
008100,112,-5.781
002860,651,-6.249
003803,636,2.022
009340,646,-5.340
010816,662,-3.549
007039,153,-2.383
008501,153,-6.183
007534,654,3.160
008635,653,-2.236
004536,654,-0.145
011756,662,-0.503
012404,661,-5.959
