000001,661,2.156
000002,651,-4.493
000003,659,1.644
000004,153,-8.758
000005,662,-0.243
000006,653,1.942
000007,662,5.222
000008,644,-3.445
000009,655,-5.690
000010,648,-4.343
000011,110,-4.431
000012,112,-6.623
000013,651,-3.035
000014,112,-1.516
000015,660,-3.589
000016,110,-2.334
000017,660,-5.495
000018,651,3.411
000019,153,-2.865
000020,648,-4.351
000021,112,-5.714
000022,660,-0.632
000023,662,-6.311
000024,650,-1.720
000025,660,-3.130
000026,644,-10.285
000027,665,-8.883
000028,112,-3.985
000029,652,-3.310
000030,153,-6.771
000031,112,-0.528
000032,153,-8.744
000033,153,-2.655
000034,663,-1.280
000035,112,-3.580
000036,112,-4.100
000037,662,-4.775
000038,658,-0.398
000039,655,-0.490
000040,153,-0.092
000041,657,-7.682
000042,658,5.233
000043,76,-5.326
000044,153,-5.209
000045,153,-4.486
000046,651,-0.007
000047,643,-0.124
000048,153,-5.264
000049,650,-5.781
000050,112,-4.667
000051,662,-3.942
000052,112,-4.583
000053,153,-4.102
000054,647,-0.897
000055,646,-7.181
000056,656,-4.545
000057,651,-3.168
000058,648,3.253
000059,662,3.724
000060,661,-7.744
000061,661,-0.188
000062,655,0.712
000063,651,-2.786
000064,111,-3.480
000065,632,-1.607
000066,153,-3.309
000067,669,-4.494
000068,153,-7.586
000069,657,-0.699
000070,657,-1.486
000071,652,-1.813
000072,649,-5.460
000073,652,0.195
000074,662,-1.360
000075,663,-2.165
000076,660,-2.308
000077,662,-1.085
000078,658,-1.932
000079,654,-2.072
000080,653,3.844
000081,662,-1.950
000082,657,-4.824
000083,77,-3.889
000084,112,-5.291
000085,639,2.973
000086,649,-4.141
000087,664,-5.367
000088,663,-2.893
000089,654,0.398
000090,660,-2.865
000091,647,2.796
000092,656,-4.721
000093,112,-6.755
000094,670,-0.345
000095,668,2.908
000096,665,-3.839
000097,661,-4.034
000098,643,2.801
000099,77,-6.339
000100,153,-5.328
000101,666,0.911
000102,663,0.564
000103,648,-0.691
000104,112,-6.239
000105,666,-0.097
000106,153,-6.396
000107,662,1.635
000108,652,0.732
000109,636,6.036
000110,644,-4.954
000111,666,2.481
000112,630,-2.916
000113,664,-4.697
000114,668,-0.221
000115,667,1.027
000116,669,-0.203
000117,657,3.577
000118,655,0.159
000119,661,1.255
000120,112,-5.644
000121,658,1.030
000122,112,-0.587
000123,652,3.662
000124,153,-7.690
000125,152,-5.828
000126,634,-4.858
000127,650,-4.154
000128,153,-5.613
000129,662,1.519
000130,656,1.084
000131,656,0.928
000132,112,-1.375
000133,644,3.680
000134,663,1.873
000135,654,0.192
000136,663,-3.584
000137,662,-4.706
000138,153,-7.057
000139,111,-2.742
000140,663,-3.323
000141,660,-0.345
000142,646,-7.128
000143,112,-3.470
000144,665,-3.707
000145,657,1.024
000146,635,0.957
000147,77,-3.665
000148,647,-2.410
000149,112,-4.318
000150,648,-0.944
000151,657,-1.998
000152,653,-0.388
000153,666,1.277
000154,663,-2.709
000155,644,-5.196
000156,659,-2.602
000157,666,2.910
000158,670,1.726
000159,153,-3.849
000160,112,-3.851
000161,657,-0.810
000162,666,-0.359
000163,112,-3.578
000164,660,1.172
000165,663,-5.070
000166,648,-1.087
000167,625,-3.015
000168,656,-5.888
000169,642,-2.363
000170,628,-1.045
000171,663,-8.734
000172,153,-2.869
000173,111,-3.457
000174,650,-3.429
000175,655,-2.283
000176,654,-5.156
000177,77,-4.809
000178,648,-0.399
000179,650,5.304
000180,658,-5.448
000181,662,0.745
000182,653,-2.285
000183,662,-5.521
000184,654,5.464
000185,636,-1.556
000186,660,1.749
000187,642,1.079
000188,645,-4.630
000189,659,-2.294
000190,638,-6.096
000191,112,-6.907
000192,662,-3.089
000193,659,-2.601
000194,153,-5.367
000195,112,-5.944
000196,656,-6.455
000197,661,-3.638
000198,153,-5.573
000199,153,-3.713
000200,666,0.395
000201,669,2.498
000202,77,-3.808
000203,153,-5.871
000204,649,1.162
000205,662,-3.899
000206,650,1.003
000207,650,-5.604
000208,656,4.097
000209,639,0.309
000210,662,4.254
000211,650,0.294
000212,658,-11.138
000213,649,5.423
000214,659,-1.871
000215,649,1.580
000216,153,-3.952
000217,652,-0.019
000218,666,-2.733
000219,112,-2.336
000220,112,-4.850
000221,644,0.902
000222,660,3.698
000223,152,-8.335
000224,667,2.092
000225,664,-0.425
000226,655,-8.132
000227,665,-3.344
000228,646,-1.342
000229,645,-5.295
000230,666,-1.278
000231,648,4.902
000232,662,-5.003
000233,662,-9.729
000234,654,1.940
000235,652,-1.913
000236,112,-1.600
000237,153,-8.958
000238,662,-3.689
000239,655,-1.324
000240,658,3.524
000241,153,-3.500
000242,647,-0.580
000243,112,-3.005
000244,153,-5.752
000245,666,-4.177
000246,111,-2.721
000247,663,0.899
000248,646,1.055
000249,654,-1.980
000250,653,2.679
000251,153,-2.207
000252,663,-2.199
000253,77,-5.936
000254,153,-6.650
000255,662,-0.098
000256,111,-1.196
000257,153,-5.789
000258,666,-4.752
000259,662,3.704
000260,656,0.439
000261,650,4.983
000262,659,-5.779
000263,656,-6.592
000264,644,-2.124
000265,654,-9.193
000266,112,-7.688
000267,661,-1.419
000268,637,1.603
000269,666,1.481
000270,669,0.603
000271,661,-5.544
000272,662,-5.329
000273,660,0.722
000274,661,0.130
000275,648,-3.011
000276,112,-3.436
000277,658,1.173
000278,648,2.236
000279,639,1.681
000280,659,1.990
000281,656,5.123
000282,661,-5.103
000283,664,-3.108
000284,659,0.216
000285,660,-4.859
000286,650,-5.023
000287,657,4.865
000288,666,-2.973
000289,658,0.953
000290,659,5.590
000291,153,-6.597
000292,633,-4.174
000293,656,-4.232
000294,77,-7.642
000295,112,-6.883
000296,640,-1.709
000297,112,-2.885
000298,646,-9.090
000299,635,-4.031
000300,650,-4.332
000301,664,1.114
000302,656,-1.200
000303,655,-4.418
000304,648,1.338
000305,112,0.997
000306,153,-5.267
000307,112,-1.346
000308,77,-1.320
000309,667,0.849
000310,111,-2.763
000311,112,-3.530
000312,112,-1.367
000313,656,-5.282
000314,632,-6.761
000315,660,-4.990
000316,112,-4.573
000317,112,-1.993
000318,112,-4.412
000319,638,0.906
000320,668,-3.366
000321,630,3.775
000322,652,-2.076
000323,657,-0.167
000324,153,-7.066
000325,652,-4.352
000326,111,-0.359
000327,662,0.744
000328,662,0.714
000329,112,-3.199
000330,77,-5.906
000331,655,-4.117
000332,647,-10.802
000333,112,-2.991
000334,641,-3.368
000335,654,-3.089
000336,661,0.608
000337,153,-4.702
000338,663,-5.571
000339,643,7.230
000340,670,-0.629
000341,112,-1.698
000342,645,-0.478
000343,662,-2.887
000344,660,-3.109
000345,112,-2.988
000346,661,2.312
000347,112,-3.989
000348,112,-3.040
000349,153,-7.743
000350,661,-2.394
000351,666,-4.008
000352,653,5.242
000353,657,1.050
000354,656,-8.726
000355,153,-7.204
000356,77,-6.166
000357,651,-8.437
000358,650,-2.726
000359,662,-0.913
000360,668,-6.707
000361,663,-1.049
000362,638,2.891
000363,112,-3.282
000364,649,-3.638
000365,153,-4.492
000366,645,-10.669
000367,624,-1.325
000368,112,-4.639
000369,653,-0.331
000370,663,0.775
000371,645,-0.764
000372,660,-1.804
000373,642,-7.964
000374,637,-0.236
000375,112,-4.309
000376,660,-4.625
000377,657,-3.914
000378,640,2.489
000379,649,-6.486
000380,153,-6.224
000381,654,1.711
000382,652,-8.024
000383,645,5.705
000384,662,-3.688
000385,153,-5.249
000386,112,-5.823
000387,152,-5.993
000388,112,-3.442
000389,652,-4.850
000390,652,2.803
000391,651,-1.569
000392,152,-5.655
000393,636,-4.228
000394,153,-6.818
000395,659,2.193
000396,667,3.582
000397,657,3.893
000398,153,-7.858
000399,653,0.041
000400,77,-4.420
000401,77,-4.558
000402,649,-0.528
000403,653,6.635
000404,638,2.082
000405,663,0.297
000406,647,-4.327
000407,646,2.116
000408,664,2.776
000409,153,-2.627
000410,656,1.250
000411,631,1.155
000412,654,-5.046
000413,111,-3.200
000414,653,-1.179
000415,667,-3.906
000416,651,0.976
000417,643,-4.658
000418,649,-0.963
000419,650,-2.641
000420,658,-10.489
000421,647,-5.343
000422,660,3.614
000423,661,-0.963
000424,657,-0.793
000425,645,9.612
000426,654,-5.422
000427,655,3.949
000428,662,0.279
000429,646,4.990
000430,153,-2.366
000431,642,1.676
000432,649,-5.155
000433,648,-2.024
000434,643,-2.342
000435,112,-4.185
000436,153,-6.542
000437,659,-1.475
000438,660,-0.809
000439,153,-7.391
000440,657,-0.764
000441,655,-5.372
000442,153,-6.208
000443,111,-5.858
000444,112,-5.150
000445,655,3.411
000446,652,5.491
000447,650,-11.630
000448,111,-0.531
000449,153,-6.308
000450,659,-6.881
000451,664,-0.092
000452,661,0.262
000453,660,-0.401
000454,644,-0.593
000455,654,4.269
000456,664,-5.088
000457,648,-3.883
000458,668,-1.829
000459,654,-0.613
000460,654,1.116
000461,650,0.823
